patent_id,patent_abstract,patent_title,cpc_subclass
11299636,"The invention relates to effect pigments comprising artificial platelet-shaped substrates which have at least one optically active coating, where the effect pigments have a volume-averaged cumulative undersize distribution curve with the characteristic numbers D10, D50 and D90, said cumulative undersize distribution curve having a span ΔD of 0.7-1.4, and the span ΔD being calculated in accordance with formula (I): ΔD=(D90−D10)/D50  (I), and the average thickness of the artificial platelet-shaped substrates being 500 nm to 2000 nm.",Effect pigments based on artificially produced substrates with a narrow size distribution,A61Q
11299694,"An all-natural, moisturizing soap composition that allow for high vegetable butter fat content while also being capable of processing for high quality bar soap (moisturizing properties without sticky pellets, brittleness, cracking, and/or inhibition of lather formation) and a method for making the same and other soaps is provided. The soap composition may contain up to 50% vegetable butter fat(s). The semi-continuous process for saponification provides a fast and energy efficient alternative to prior art methods, while also allowing for high quality bar soap that contains a high content (up to 50%) of vegetable butter fat(s).",High butters content soap and methods,A61Q
11299756,"A therapeutic serum suitable for inclusion in a cosmetic preparation may be produced by stressing a co-culture including proliferative cells. The co-culture of cells may be obtained by growing first culture to less than one-hundred percent confluence on a surface. After a monolayer of first culture is established, a second culture may be seeded onto at least one cell free area on the surface, the resulting co-culture grown to less than one-hundred percent confluence. Additional cultures may then be seeded onto cell free areas of the surface and established until a monolayer having the desired population of cells is obtained. The monolayer is then stressed to obtain a serum by conditioning a collection medium. The obtained serum may be combined with a suitable cosmetic base to provide a cosmetic preparation.",Therapeutic serum obtained from co-cultured cells,A61Q
11304416,"A composition for a formulation additive that is water free that can be added to a formulation or other solution to increase its sanitizing persistence capabilities. The composition can include, by weight, from about 20% to about 70% cyclomethicone; from about 16% to about 35% quaternary ammonium salt; from about 16% to about 50% solvent; and from about 0% to about 35% emulsifier.",Cyclopentasiloxane and cationic biocide as a formulation additive to enhance persistent sanitizing and miscibility,A61Q
11304881,"The present invention relates to a composition, especially for caring for and/or making up keratin materials, comprising at least one aqueous phase containing at least one hydrophilic gelling agent, and a dispersion of at least one anhydrous composite material formed from at least:      The invention also relates to a cosmetic process for making up and/or caring for a keratin material, in particular the skin, comprising at least one step that consists in applying to said keratin material a composition as defined above.",Composition based on an aqueous phase containing a dispersion of an anhydrous composite material,A61Q
11304882,"The present invention relates to energy-releasable beauty care products. The products are capable of absorbing energy, for example, from an electrical, magnetic, electromagnetic, light, or heat source, which alters the physicochemical state of the beauty care product such that it is easily removable through the utilization of the energy source.",Energy releasable beauty care products,A61Q
11304883,"Polished talc microbeads, i.e. polished talc particles with a largest average diameter of less than 500 μm and methods for the preparation thereof, which microbeads are especially suitable to be use as an alternative for plastic microbeads used in cosmetics and personal hygiene products. Body scrubs, tooth pastes and soaps comprising the present polished talc microbeads. The use of polished talc microbeads with a talc content of more than 70% (w/w) and a largest diameter of less than 500 μm as a substitute for plastic microbeads in cosmetics and personal hygiene products.",Polished talc microbeads,A61Q
11304884,"A method of treating a material, the method comprising contacting the material with a composition comprising an alpha-substituted aldehyde.","Methods, compositions and uses relating thereto",A61Q
11304885,The invention relates to liquid compositions for use with hair removal devices comprising a metathesized unsaturated polyol ester for improved lubrication.,Liquid compositions for hair removal devices comprising metathesized unsaturated polyol esters,A61Q
11304886,"N-Acyl sarcosines of Formula I, wherein, R═C7 alkyl and C10 alkenyl group with terminal double bond, are described as new antimicrobial preservatives for home and personal care products.Lipidated sarcosines of this patent application preserve creams, lotions, emulsions, solutions or suspensions types of formulations of personal care industry. These are used in: leave-on ̆ (cold cream, sunscreen) as well as: rinse-off ̆ (facewash, body wash, shampoo) formulations either alone or in combination with other antimicrobials.",N-acyl sarcosines as antimicrobials for preservation of home and personal care products,A61Q
11304887,"A photoprotective composition can be utilized for a variety of cosmetic compositions. A photoprotective composition comprises one or more photoactive agents, and a synergistic combination of polymers. The photoprotective composition can provide a substantially a complete film. The photoprotective composition may comprise an alkyl dimethicone, a polymer with ester linkages, and a phenyl silicone or stearate. The photoprotective composition can further comprise abietic acid and ester derivatives. The photoprotective composition can be a liquid such that it is easily and consistently dispensed from a bottle, pump or spray.",Synergistic photoprotective compositions,A61Q
11304888,"An oral care composition including a base formulation, sodium bicarbonate, and nisin, wherein the oral care composition removes biofilm from a tooth surface more effectively than the base formulation with the sodium bicarbonate or the nisin alone.",Oral care composition,A61Q
11304889,"An oral care composition including a hydrophobic phase and a hydrophilic phase is disclosed. The hydrophobic phase may include a source of hydrogen peroxide and an acyl donor, and the hydrophilic phase may include an enzyme having perhydrolytic activity that catalyzes the generation of peracetic acid between the source of hydrogen peroxide and the acyl donor.",Oral care compositions and methods for increasing the stability of the same,A61Q
11304890,"Hair treatment products comprising, in relation to its weight, from about 0.001 to about 20% by weight of at least one alpha-substituted aldehyde and from about 0.001 to about 50% by weight of at least one amino-functional silicon, which lead to improved structural reinforcement of keratin fibers and improved hair care, and which reduce or prevent color washout in dyed hair.",Conditioning hair treatment product with washout protection,A61Q
11304891,"A process for the preparation of a plant extract enriched in polyphenols and/or substantially free of simple sugars, as well as the plant extract thus obtained, which may be added to a cosmetic composition. Also, the use of a yeast of the variety Saccharomyces cerevisiae var. bayanus for the removal of simple sugars in a plant extract.",Process for extracting plants,A61Q
11304892,"Alteromonas macleodii Dow02-2 is provided, wherein the Alteromonas macleodii Dow02-2 was deposited at German Collection of Microorganisms and Cell Cultures (Deutsche Sammlung von Mikroorganismen and Zellkulturen, DSMZ) under the accession number DSM33380, and its metabolites comprise 2-hydroxy-3-methylbutyric acid. A method for providing 2-hydroxy-3-methylbutyric acid is also provided, wherein the method comprises isolating the 2-hydroxy-3-methylbutyric acid from metabolites of Alteromonas macleodii Dow02-2 of biologically pure culture. A method for at least one of increasing expression of TGM1 gene, increasing expression of KRT1 gene, increasing expression of KRT10 gene, increasing expression of KRT14 gene, increasing expression of FLG gene, increasing expression of GBA gene, and increasing expression of HAS3 gene is also provided, wherein the method comprises administering to a subject in need thereof an effective amount of 2-hydroxy-3-methylbutyric acid.",Alteromonas macleodii Dow02-2 and its metabolites for improving skin moisturization,A61Q
11304896,"Disclosed herein are compositions and methods for treating, reducing or preventing oxidative stress in a subject. The compositions can be chewable confectionaries comprising a chewable base, one or more unprocessed phytochemical ingredients, and a sweetener comprising allulose. The unprocessed phytochemical ingredients can include ground plant materials selected from cinnamon, nutmeg, allspice, or combinations thereof. The chewable confectionary can exhibit a polyphenolic content of at least 100 μg gallic acid equivalents (GAE) or greater, per gram of the chewable confectionary and an antioxidant capacity of at least 3,200 μM Trolox equivalents per gram of the chewable confectionary, as determined by the oxygen radical absorbance (ORAC) assay. Kits, methods of making and using the chewable confectionary are also disclosed.",Antioxidant infused gum for improving oral health,A61Q
11304973,Botulinum toxin is combined with colloidal silver particles to provide improved compositions for use in medical and cosmetic treatments.,Botulinum toxin and colloidal silver particles,A61Q
11304981,"The invention concerns a pharmaceutical composition comprising a platelet lysate and its use to treat a wound, an anal fissure, vaginal atrophy or a wrinkle.",Platelet lysate gel,A61Q
11304987,"The application provides compositions, in particular dermatological compositions comprising extracts from argan tree for the treatment and prevention of dermatological conditions. More particularly, a composition comprising argan oil (AO), argan leaf extract (AL) and argan stem cells (ASC) is provided. Further provided is a method for reducing photoaging of the skin of a subject due to exposure to UV radiation which comprises applying the composition of the invention to the subject prior to exposure to UV radiation.",Argan extracts for the treatment of dermatological conditions,A61Q
11305016,"The invention provides methods and pharmaceutical compositions for preventing or treating alopecia, such as chemotherapy-induced alopecia (CIA). The pharmaceutical compositions of the invention comprises an effective amount of a vitamin D compound in a formulation that topically delivers the vitamin D compound to the epidermis layer but substantially avoids the dermis layer. In chemotherapy patients, the pharmaceutical compositions of the invention can be administered either before or concurrent with the chemotherapy medication.",Vitamin D3 and analogs thereof for treating alopecia,A61Q
11306051,"The present invention relates to the use, in a cosmetic, dermatological or pharmaceutical composition, of at least one compound of formula (I): in which:      The invention also relates to certain novel compounds and to the cosmetic, dermatological or pharmaceutical compositions comprising them.","Use of vanillin derivatives as a preservative, preservation method, compounds, and composition",A61Q
11306054,"The present invention relates to propanediol monoacetate mononitrate as well as the use thereof as antimicrobial agent, in particular for cosmetic applications.",Propanediol monoacetate mononitrate,A61Q
11306117,"The present specification relates to a whitening composition containing a novel quercetin-based compound isolated from post-fermented tea, an isomer thereof, a pharmaceutically acceptable salt thereof, a hydrate thereof, or a solvate thereof, wherein the whitening composition can be widely utilized in fields associated with skin whitening and skin care.",Whitening composition containing novel quercetin-based compound,A61Q
11306118,"The present invention relates to compounds according to general formula (I) with enhanced absorption of UV-B irradiation. The present invention also relates to an UV-B tolerant plant and a method for enhanced production of compounds according to general formula (I) in a plant or plant cell. Furthermore, the invention relates to a nucleic acid sequence SEQ-ID No. 1 encoding FPT2 catalyzing the production of compounds according to general formula (I). The invention further relates to compositions comprising compounds according to general formula (I). Furthermore, the invention relates to a method of conferring UV-B tolerance to a plant as well as an UV-B tolerant plant comprising the nucleic acid sequence SEQ-ID No. 1 encoding FPT2 catalyzing the production of compounds according to general formula (I).",UV-B absorbing compounds isolated from plants,A61Q
11306121,"The present invention relates to a peptide exhibiting physiological activities and a composition including the peptide. Because the peptide of the present invention exhibits various physiological activities such as muscle relaxation, skin wrinkle improvement, sebum production suppression, and the like, the peptide may be used as an active ingredient in a pharmaceutical composition for muscle relaxation, or cosmetics for improving skin wrinkles, suppressing sebum production, or ameliorating acne.",Composition for muscle relaxation,A61Q
11306170,A water-soluble and/or water-swellable hybrid polymer comprising:           ,Water-soluble and/or water-swellable hybrid polymer,A61Q
11306272,"There are provided odorless shea based esters as an ingredient composition comprising: a) 81-97 wt % of at least one short chain alcohol alkyl ester, at least partially from a natural source, b) 3-19 wt % of triterpene esters where at least one is a cinnamic triterpene ester, and c) 1100 ppm or less of at least one short chain alcohol cinnamic ester. There is further provided a method of manufacturing the composition comprising a deodorization step. An advantage is that an odourless or an almost odourless composition can be provided.",Odourless shea based esters,A61Q
11306339,A method for the production of a rhamnolipid. The method includes culturing in a fermentation medium an organism capable of producing a rhamnolipid to form a fermentation broth comprising at least one rhamnolipid and having a pH>5; extracting at least one lipophilic impurity from said fermentation broth; acidulating said fermentation broth to form an aqueous medium of pH<5 comprising the at least one rhamnolipid; extracting the at least one rhamnolipid from said acidulated fermentation broth; and separating the at least one rhamnolipid to obtain a purified rhamnolipid.,Method for the production of a rhamnolipid,A61Q
11306342,"A cell hydrolysate composition, the composition comprising substantially all protein polypeptides and/or polypeptide fragments derived substantially from all the proteins in a cell from an in vitro cell culture.",Cell hydrolysate composition from cultivated cells and applications thereof,A61Q
11311028,"The present invention is directed to methods and compositions for treating, preventing, or minimizing bad breath in an animal, including administering compositions comprising honey and spirulina.",Oral compositions and methods for animals,A61Q
11311464,"A hair care booster in powder form comprises an organic carboxylic acid, a proteinogenic amino acid, a purine or purine degradation products, amino acid degradation products and an alkalizing agent. A cosmetic product comprises the hair care booster in powder form and a separately prepared hair care product. A method comprises mixing the hair care booster in powder form with a hair care product and obtaining a ready-to-use mixture.","Hair care booster in powder form and cosmetic product with an organic acid, and method for preparation and use thereof",A61Q
11311465,"A composition, especially a cosmetic composition, for making up and/or caring for keratin materials, in particular the skin and/or the lips, and keratin fibres, especially the eyebrows, comprising at least one aqueous phase gelled with at least one hydrophilic gelling agent, and at least one oily phase gelled with at least one lipophilic gelling agent, said phases forming therein a macroscopically homogeneous mixture and said composition also comprising at least one hydrophobic film-forming polymer.",Gel-type cosmetic composition with improved staying power,A61Q
11311466,"Disclosed is an oil-in-water emulsion composition, and a preparation method therefor, and a product, wherein the composition comprises: a) cellulose with a hydrophobic group; b) a surfactant; c) a higher alcohol; d) an oil component; e) water; and optionally, f) a humectant and/or g) a higher fatty acid; the composition has a viscosity of 10,000 mPa·s or less.","Oil-in-water emulsion composition, preparation method therefor and product",A61Q
11311467,Polyurea capsules that encapsulate active materials in polymeric walls resulting from the polymerization of an aromatic or aliphatic polyisocyanate and a cross-linking agent are provided as are consumer products containing said polyurea capsules and for methods for producing such capsules.,Polyurea capsules prepared with a polyisocyanate and cross-linking agent,A61Q
11311468,"The present invention relates to a hair coloring composition based on natural ingredients and with a separate alkalizing agent, which can be used both in direct coloring and oxidative coloring and related coloring kit.",Hair coloring composition and related coloring kit,A61Q
11311469,"Described herein, a water-soluble personal cleansing product including a water-soluble fibrous structure; wherein the water-soluble fibrous structure comprises a plurality of fibrous elements; wherein the plurality of fibrous elements comprises one or more fibrous element-forming materials comprising one or more polyvinyl alcohols; and one or more active agents present within the plurality of fibrous elements, wherein the one or more active agents comprise one or more surfactants, wherein the one or more surfactants comprise at least one glutamate surfactant according to the general formula (I): wherein R1 is a saturated or unsaturated, straight or branched alkyl or alkenyl chain with from 5 to 20 carbon atoms; and M is H, ammonium, triethanolammonium (TEA), sodium or potassium and mixtures thereof; and wherein the water-soluble fibrous structure is substantially free of alkyl sulfate and alkyl ether sulfate type of surfactants.",Water-soluble personal cleansing product and uses,A61Q
11311470,"Rinse-off cleansing compositions can include surfactant, perfume, solvent, and water, wherein the rinse-off cleansing composition has a G′ of at least about 25 Pa and/or is not a ringing gel.",Concentrated personal cleansing compositions and methods,A61Q
11311471,"A method of treating a material, the method comprising the steps of: (1) contacting the material with a composition comprising an electrophilic species selected from aldehydes, succinimidyl esters, and mixtures thereof; (2) contacting the material with a composition comprising a chelating agent and/or a salt of an amine and/or a carboxylic acid.","Methods, compositions and uses relating thereto",A61Q
11311472,"Disclosed is a sterile and topical cosmetic composition including, in a physiologically acceptable medium, an efficient amount of crosslinked hyaluronic acid and an efficient amount of polyacrylate crosspolymer-6, Also disclosed is the use of said composition for reducing the signs of skin aging and/or to car the skin of a subject who has previously been subjected to one or more aesthetic and/or cosmetic intervention(s); and to a cosmetic process for caring the skin comprising at least the step of applying topically, on the skin surface(s) to be cared, an effective amount of said composition, to a subject who has previously been subjected to one or more aesthetic and/or cosmetic intervention(s).",Topical composition comprising crosslinked hyaluronic acid and a polyacrylate compound,A61Q
11311473,"The present invention relates to the use of a polymer in a cosmetic, dermatological or pharmaceutical composition, wherein the polymer is crosslinked or non-crosslinked, characterized in that the polymer comprises at least 9.49 mol-% of repeating units (a) according to Formula (1) wherein at least 10 wt.-%, preferably at least 20 wt.-% of the repeating units according to Formula (1) comprise from 28 wt.-% to 100 wt.-% bio-based carbon content, relative to the total mass of carbon in the repeating unit according to Formula (1), measured according to standard ASTM D6866-12, Method B","Use of a bio-based polymer in a cosmetic, dermatological or pharmaceutical composition",A61Q
11311474,"A transparent personal cleansing composition for skin and hair care comprises non-ionic and anionic surfactants with hydrophobe of lauryl group in the vegetable oil which exhibit enhanced foaming and lather capacity in comparison to the marketed products. The personal care composition of the present invention avoids harsh or toxic anionic ether sulphate type surfactants, eco-toxic non-ionic fatty alcohol ethoxylates, fatty alkanol amides and a host of other ingredients that are not derived from renewable sources.",Transparent personal cleansing compositions,A61Q
11311475,Skin care compositions comprising Aphanothece sacrum exopolysaccharide extract help the skin penetration of peptide compounds contained therein.,Skin care compositions containing peptide compound and aphanothece sacrum exopolysaccharide extract,A61Q
11311476,"The disclosure provides cosmetic and therapeutic compositions of alpha-adrenergic agents. Compositions of the disclosure may be used for topical, transdermal or parenteral administration to the eye or eyelid. The compositions of the disclosure may be used cosmetically to improve the appearance of the eye or therapeutically to treat ptosis.",Compositions and uses of alpha-adrenergic agents,A61Q
11311496,"Methods, compositions, and devices for enhancing transdermal delivery of large agents.",Transdermal delivery of large agents,A61Q
11311529,"Disclosed herein are topical compositions of 5-α reductase inhibitors, such as dutasteride or finasteride, or a pharmaceutically acceptable salt, ester, or derivative thereof and the use of the compositions for the treatment of hair loss secondary to endocrine therapy in patients with breast cancer (Endocrine Therapy-Induced Alopecia or ETIA), androgenetic alopecia (AGA), alopecia areata, and hirsutism. The topical composition is advantageous over the existing oral compositions of 5-α reductase inhibitors because the topical composition is safer and more effective. The topical formulation may allow for a slow release of the active ingredient dutasteride, better penetration at the therapeutically effective amount of dutasteride with an improved safety profile because it does not need to travel through the bloodstream to be efficacious, thereby minimizing the risk of systemic side effects.",Topical formulations of 5-α-reductase inhibitors and uses thereof,A61Q
11311585,"The purpose of the present invention is to provide a substance related to the stabilization of capillary blood vessels. This invention is based on the discovery that an extract from a plant selected from the group consisting of Calendula officinalis, Siberian ginseng, and Cistanche salsa increases gene expression of VE-cadherin or integrin α5.",VE-cadherin expression promoting agent and/or integrin α5 expression promoting agent,A61Q
11311593,"Disclosed is a root extract from plants of the Morus genus (in particular Morus albaet, Morus nigra) that is rich in prenylated polyphenols chosen from: moracenin A, moracenin B, kuwanon C, wittiorumin F and mulberrofuran T, a method for preparing such an extract and a cosmetic composition and a pharmaceutical or nutraceutical composition, the compositions including, as the active ingredient, at least one root extract from plants of the Morus genus according to the invention.",Root extracts from plants of the Morus genus and uses of same,A61Q
11311595,"There is disclosed a clear skin supplement/medicinal component for acne comprising: an orally administered dosage comprising of between about 3000-9000 mg of the Chinese medicinal composition comprising by ratio: around 3.8-7.6% of each of Prunus persica, Carthamus tinctorius, Angelica dahurica, Gleditsia sinensis, Viola yedoensis, Paeonia suffruticosa and gardenia jasminoides; around 5.7-7.6% of each of Oldenlandia diffusa and Scutellaria baicalensis; around 3.8-5.7% of Salvia miltiorrhiza; around 2.5-5.7% of Phellodendron amurense; around 2.5-7.6% of Gentiana scabra; and around 0-7.6% of each of Taraxacum mongolicum and any one of Lonicera japonica/Rhizoma Coptidas/Sophora flavescens.",Clear skin supplement and medicinal composition for acne,A61Q
11311601,"The present invention relates to novel fragments of AIMP1 protein and a composition for improving alopecia and promoting hair growth comprising the same, more specifically it relates to a polypeptide consisting of 4 to 21 consecutive amino acids from the amino acid sequence of SEQ ID NO: 1, wherein the polypeptide comprises the 28th to 31st amino acid residue (KEKA) of amino acid sequence of SEQ ID NO: 1, or a polypeptide consisting of an amino acid sequence having 70% or more sequence homology with the polypeptide; a polynucleotide encoding the polypeptide; a pharmaceutical, cosmetic and food composition for improving alopecia and promoting hair growth comprising the polypeptide.",AIMP1 protein fragment and hair growth-promoting composition containing same as active ingredient,A61Q
11311621,"Organosilicon compound microparticles and process for their preparation It is provided a combination of an organosilicon compound and arabic gum in the form of microparticles, wherein the organo silicon has the formula (I): wherein R1 and R2 are independently selected from hydrogen and a (CrC4)alkyl group; R3 is hydroxyl; and R4 is hydroxyl or a (CrC4) alkyl group; the arabic gum is forming a polymeric matrix having interspaces, and the organosilicon compound is distributed in the interspaces of the polymeric matrix. It is also provided a process for its preparation and a composition comprising the mentioned combination.",Organosilicon compound microparticles and process for their preparation,A61Q
11311749,"An aerosol hairspray product for styling and/or shaping hair wherein the product comprises: a container; a spraying device; a propellant; a hairstyling formulation comprising: (a) at least about 50% water; and (b) from about 0.01% to about 20% of a hairstyling polymer, wherein the hairstyling polymer is selected from the group consisting of: acrylates copolymers of two or more monomers of (meth)acrylic acid or one of their simple esters; acrylates/hydroxyesters acrylates copolymers of butyl acrylate, methyl methacrylate, methacrylic acid, ethyl acrylate and hydroxyethyl methacrylate; polyurethane-14/AMP-acrylates polymer blend; and mixtures thereof. The product comprises about 2% or less alcohol, or is substantially free of alcohol, and the product comprises 54% or less VOC.",Aerosol hairspray for styling and/or shaping hair,A61Q
11311750,The invention relates to a lubricating member for a razor cartridge comprising a metathesized unsaturated polyol ester for improved lubrication.,Lubricating member for razor cartridges comprising metathesized unsaturated polyols,A61Q
11312714,"The present disclosure relates to compounds that are capable of inhibiting the mitochondrial pyruvate carrier and promoting hair growth. The disclosure further relates to methods of promoting hair growth or treating conditions or disorders affecting hair growth, such as baldness or alopecia.",Compositions and methods for modulating hair growth,A61Q
11312725,Novel isohexide esters and isohexide compositions are prepared and used in improving skin health and condition.,Compositions and methods for restoring epidermal integrity and function and treating dermatological diseases,A61Q
11312902,"The present invention provides a method for easily and simply producing a zinc oxide phosphor that has a high level of safety and a high emission intensity and is useful for, for example, cosmetic applications. The present invention also provides a zinc oxide phosphor having such excellent physical properties and a cosmetic product containing the same. Provided is a method for producing a zinc oxide phosphor, including: a raw material mixing step of mixing an oxygen-containing zinc compound and a sulfur-containing compound; and a firing step of firing the raw material mixture obtained in the raw material mixing step, the firing step including firing in a reducing atmosphere followed by firing in an oxygen-containing atmosphere.",Zinc oxide phosphor and method for producing same,A61Q
11312928,"This invention provides a cleaning agent composition that exhibits good storage stability, especially storage stability at low temperature, and a cleaning agent composition that can be favorably dispensed from a dispenser. The cleaning agent composition of the present invention comprises (a) a fatty acid salt and (b) a sophorose lipid, wherein the proportion of the component (a) is 4 to 18 mass % based on the cleaning agent composition taken as 100 mass %; the proportion of a fatty acid salt having 12 or fewer carbon atoms is 15 parts by mass or more, and the proportion of a fatty acid salt having 16 or more carbon atoms is 60 parts by mass or less, based on 100 parts by mass of the total amount of the component (a); the proportion of an acidic sophorose lipid is 80 mass % or more based on the total amount of the component (b) taken as 100 mass %; and the proportion of the component (b) is 5 to 80 parts by mass per 100 parts by mass of the total amount of the component (a).",Detergent composition comprising an acidic sophorose lipid and fatty acid salt mixture,A61Q
11318005,"An aqueous oral care solution, a kit that includes such solution, a method of making such solution, a method of using such solution (e.g., a method of providing fluoride to a patient's tooth surface), and a tooth surface having a coating derived from the aqueous oral care solution, wherein the oral care solution includes: silver cations; thiocyanatc anions provided by a thiocyanatc source comprising Ca(SCN)2; fluoride anions; and water; wherein the molar ratio of silver to thiocyanatc ions is up to 0.40:1, and water is up to 57 wt-%, based on the total weight of the solution.","Aqueous oral care solutions, methods, kits, and tooth surfaces having a coating derived from the oral care solution",A61Q
11318072,"The present invention relates to a cosmetic and/or dermatological composition comprising, in a physiologically acceptable medium:      The invention also relates to a process for making the skin matt and/or for reducing its shine.",Matt-effect composition comprising hydrophobic aerogel particles and silicone elastomer particles,A61Q
11318073,"The present invention is directed to a foaming composition comprising from about 5% to about 13% total surfactant of one or more anionic surfactants; from 0.1% to about 2% of a surfactant soluble antidandruff active; from about 3% to about 15% of a blowing agent, wherein the foaming composition is at a pH of about 3.5 to 6.5.",Low surfactant aerosol antidandruff composition,A61Q
11318074,"A liquid type oil-in-water form cosmetic composition with high transparency. The oil-in-water form cosmetic composition has a transparent or semi-transparent external appearance and shows low viscosity and light texture while exhibiting excellent moisturizing power and flexibility by comprising oil. Therefore, the oil-in-water form cosmetic composition can be realized as a product in the form of a lotion or essence having an excellent feeling of use and high moisturizing power.",Oil-in-water form cosmetic composition,A61Q
11318075,"The present disclosure relates to fragrance materials encapsulated within polymeric materials in the form of microcapsules of polymer encapsulated fragrance. The microcapsules are mixed with a water-based binding agent so that a coating forms on the microcapsule in situ, after which the coated microcapsules may be applied to hard surfaces of a product, from which controlled release of the fragrance is provided over time as the product is subjected to normal handling by a user.",Controlled release polymer encapsulated fragrances,A61Q
11318077,"This disclosure is directed to compositions comprised of retinaldehyde, one or more skin conditioning agents, and, optionally, one or more additional retinoids. This disclosure is directed. Embodiments are also directed to compositions comprised of retinaldehyde, one or more peptides, one or more skin conditioning agents, one or more calcium containing agents, and, optionally, one or more additional retinoids. Embodiments are also directed to compositions comprised of retinaldehyde, one or more peptides, one or more skin conditioning agents, one or more calcium containing agents, and, optionally, one or more additional retinoids. Additional embodiments disclose methods for treating the skin wherein a characteristic of the skin is improved, the characteristics include firmness, elasticity, fine lines and wrinkles, skin texture, dullness, dyschromia, skin tone, reduction or elimination of acne, and any combination thereof. This disclosure is also directed to kits used for treating the skin with the compositions described herein.",Retinaldehyde containing compositions and methods of use,A61Q
11318078,"A non-alcohol mouthwash composition includes a sweetener, a dispersing agent, a surfactant, an antimicrobial agent, a calcium ion source including calcium lactate, a phosphate ion source including monobasic sodium phosphate, a flavoring agent, a fluoride source, and water. The non-alcohol mouthwash composition includes about 0.001 weight percent of the calcium lactate and about 0.10 weight percent of the monobasic sodium phosphate, based on total weight percent of the non-alcohol mouthwash composition, and the composition has a pH greater than about 5.5. According to embodiments, the non-alcohol mouthwash composition exhibits desirable advantages of being alcohol free, being sodium laural sulfate free, being gluten free, and being substantially 100% natural, as well as alleviating Xerostomia (dry mouth) by stimulating salivary flow, combatting enamel erosion by providing a means of remineralization, providing anticariogenic activity by acting as an antimicrobial agent, and/or providing anti-inflammatory activity, among other benefits.",Mouthwash composition,A61Q
11318079,"The present invention is directed towards the cosmetic use of at least one compound of formula (I) and/or solvates thereof and/or stereoisomers thereof:           or of a composition comprising, in a physiologically acceptable medium, at least one compound of formula (I),  for treating and/or preventing the signs of ageing and/or of photoageing of keratin materials, preferably of the skin. ",Polyhydroxylated (1-phenyl-2-phenyl) ethylene derivatives as an anti-ageing and photoprotective agent,A61Q
11318080,"The invention relates to a shampoo composition for enhancing deposition of oil drop onto a substrate, comprising a mixture of sulfonated methyl ester compounds containing two or more sulfonated methyl esters of a fatty acid having a chain length of 12 to 20 carbon atoms (C12-C20); a zwitterionic surfactant; an oil phase; and a cationic polymer. The shampoo composition may further comprise an inorganic electrolyte such as sodium chloride. The invention also relates to use of the shampoo composition for enhancing deposition of oil drop onto a substrate, wherein the composition comprises a specific blend of sulfonated methyl ester compounds.",Conditioning shampoo composition,A61Q
11318081,"The invention relates to a shampoo composition for enhancing deposition of oil drop onto a substrate, comprising a mixture of sulfonated methyl ester compounds containing two or more sulfonated methyl esters of a fatty acid having a chain length of 12 to 20 carbon atoms (C12-C20); a zwitterionic surfactant; an oil phase; and a cationic polymer. The shampoo composition may further comprise an inorganic electrolyte such as sodium chloride. The invention also relates to use of the shampoo composition for enhancing deposition of oil drop onto a substrate, wherein the composition comprises a specific blend of sulfonated methyl ester compounds.",Conditioning shampoo composition,A61Q
11318082,"A crosslinkable coating composition comprising: ingredient A that has at least two protons that can be activated to form a Michael carbanion donor; ingredient B that functions as a Michael acceptor having at least two ethylenically unsaturated functionalities each activated by an electron-withdrawing group; and a dormant carbamate initiator of Formula (1) wherein R1 and R2 can be independently selected from hydrogen, a linear or branched substituted or unsubstituted alkyl group having 1 to 22 carbon atoms; 1 to 8 carbon atoms; and An+ is a cationic species or polymer and n is an integer equal or greater than 1 with the proviso that An+ is not an acidic hydrogen; and optionally further comprising ammonium carbamate (H2NR1R2+−OC═ONR1R2). The crosslinkable coating composition can be used for a variety of coating applications including nail coating compositions.",Crosslinkable coating compositions formulated with dormant carbamate initiator,A61Q
11318083,Compositions and methods for reshaping keratin-rich substrates while forming adherent flexible films contain emulsified or soluble mixtures of silanols and hemiaminals or the reaction products of silanols and hemiaminals including silylated hemiaminals. A method for treating split-ends in hair is also described.,Compositions and methods for reshaping keratin-rich substrates and forming adherent flexible films,A61Q
11318084,"Provided is an elastomer that improves the skin feel of an inorganic powder. The elastomer according to the present invention is an elastomer comprising: (A) an amino group-containing silicone polymer; and (B) a carboxyl group-containing silicone polymer or a carboxyl group-containing acrylamide polymer, wherein a molar ratio Y/X between amino groups and carboxyl groups is within a range of 0.1 to 1.2, wherein Y denotes the molar amount of carboxyl groups contained in the component (B), and X denotes the molar amount of amino groups contained in the component (A).",Elastomer,A61Q
11318085,"The present disclosure relates to methods, systems and kits for treating the skin by applying onto the skin a skin tightening composition comprising 1) at least one thermoplastic elastomer and at least one adhesive polymer; and 2) a sunscreen composition comprising one or more UV filters. Methods, systems and kits comprise applying the compositions of the systems sequentially.","Methods, systems and kits for improving skin appearance and boosting photoprotection",A61Q
11318086,"Compositions, methods, and kits for cleansing, moisturizing, soothing, cooling, such as those, for example, that may be used to cleanse, moisturize, soothe, and cool the body or portions thereof.","Compositions, methods, and kits for cleansing and moisiurizing",A61Q
11318087,"A tooth paste composition comprising black cumin oil (Nigella sativa) and fluoride-doped bioactive glass, zinc oxide, and/or titanium oxide is disclosed.",Fluoride releasing toothpaste with antibacterial and bioactive properties,A61Q
